sujeto,condicion,canal,potencia_Delta,potencia_Theta,potencia_Mu,potencia_Beta,potencia_Gamma
S002,reposo,C5,3.235525354774517e-11,3.513037560597701e-12,3.4294273024195925e-12,2.8930699825076163e-12,3.2727978265681243e-12
S002,reposo,C3,1.5589806129519933e-11,2.878724974137602e-12,4.625173039185794e-12,2.462716136251028e-12,2.0871792194164185e-12
S002,reposo,C1,1.7809172955802792e-11,4.022218233478106e-12,4.6581998866172965e-12,2.3984237589444154e-12,1.1645250387208193e-12
S002,reposo,Cz,1.1137359123859146e-11,3.563547591430809e-12,4.570889278058254e-12,3.9178048192674256e-12,9.35432515858488e-13
S002,reposo,C2,8.870864015079212e-12,2.8229947856802126e-12,3.0586705078576163e-12,1.9437914973371467e-12,5.870511707122698e-13
S002,reposo,C4,5.457688514739051e-12,1.9184025871312982e-12,2.471141905780438e-12,1.3406981949641045e-12,5.145583821289834e-13
S002,reposo,C6,1.4502653471753388e-11,2.582530315503368e-12,2.674228489714612e-12,1.3363976460618013e-12,7.340793930620347e-13
S002,reposo,CP5,3.116267728947817e-11,5.071030898112322e-12,4.8683602165162105e-12,2.871830239270123e-12,3.0456206816102185e-12
S002,reposo,CP3,2.3549758548256517e-11,3.710164290148091e-12,5.629530710496025e-12,2.156874249029184e-12,1.4534259820435818e-12
S002,reposo,CP1,1.659631590632939e-11,3.2820373072398354e-12,5.479839376291944e-12,2.0331517286962746e-12,8.287150145726706e-13
S002,reposo,CPz,2.1392946131050962e-11,4.397424067309644e-12,6.496897581448525e-12,2.843780756839368e-12,7.26519442142827e-13
S002,reposo,CP2,1.3954485847705549e-11,3.3139131752973563e-12,4.247474410349752e-12,1.8792642986740576e-12,5.193931809334597e-13
S002,reposo,CP4,7.700533487860406e-12,2.138202521501235e-12,3.827559273727082e-12,1.5069704881286436e-12,4.980562114338468e-13
S002,reposo,CP6,8.373936096786722e-12,2.248392031616863e-12,4.59684177676714e-12,1.3353721997086035e-12,6.073208893127764e-13
S002,reposo,AFz,4.6046980609406285e-11,6.677231472248476e-12,6.848651747480939e-12,1.562390193967628e-12,5.722150542235609e-13
S002,reposo,AF4,7.544149128266238e-11,6.1452060182769696e-12,5.680754391355786e-12,1.8273808782129068e-12,8.353823134553554e-13
S002,reposo,F7,9.571781437950646e-11,1.039522341640515e-11,5.3063033653378326e-12,4.027600723700964e-12,3.0666829505029425e-12
S002,reposo,F5,4.127947850959454e-11,7.595165956212404e-12,5.9023933469796515e-12,4.1290982483043905e-12,3.3025748170520138e-12
S002,reposo,F3,1.3094038876022556e-11,4.700250633042254e-12,6.3446109924198955e-12,2.4910978071305486e-12,1.611109097547954e-12
S002,reposo,F1,9.332303899001252e-12,4.676914110636582e-12,7.0337874194505044e-12,1.8885466182903504e-12,8.22927078197224e-13
S002,reposo,Fz,9.82040676595562e-12,5.198013620443128e-12,7.849634816959934e-12,1.6997595430814621e-12,5.084226780726179e-13
S002,reposo,F2,1.6501243997893952e-11,5.182602978414982e-12,7.498065731469314e-12,1.6692276556398483e-12,4.39678118211521e-13
S002,reposo,F4,2.6807827893908644e-11,5.119677560383907e-12,6.6923145259180024e-12,1.7806399996766033e-12,4.842018005558785e-13
S002,reposo,F6,7.611715910470477e-11,5.9282678950800236e-12,5.3806324991548865e-12,2.344118082995273e-12,9.341022154858798e-13
S002,reposo,F8,1.7066030766017655e-10,8.977488471507137e-12,4.830955888026711e-12,2.542791471703194e-12,1.5375766814626402e-12
S002,reposo,FT7,6.901763892004563e-11,6.558645212650851e-12,3.992639449622703e-12,2.284200616996865e-12,1.7447072142808003e-12
S002,reposo,FT8,6.62302146098807e-11,5.202630461547844e-12,3.728417259313831e-12,2.27082720179515e-12,1.2692937247316226e-12
S002,reposo,T7,5.387820656288323e-11,5.373978111881491e-12,5.126213410649394e-12,9.235400879034458e-12,9.538259841723291e-12
S002,reposo,T8,2.4001868617126846e-11,3.728485747117009e-12,3.87324950351801e-12,3.1262863718458605e-12,2.6008548347567384e-12
S002,reposo,T9,8.167939096920814e-11,7.225578463669746e-12,4.660831159826909e-12,2.2110442355319772e-12,1.4202235333387789e-12
S002,reposo,T10,3.0984345711247715e-11,5.581196186852517e-12,4.814921589506321e-12,2.4175994196852715e-12,1.5084769827561215e-12
S002,reposo,TP7,3.8986997921841033e-11,4.633731173974931e-12,4.277144355701688e-12,2.7181952983403497e-12,3.245698209094306e-12
S002,reposo,TP8,1.2662002068662546e-11,3.277689236694e-12,4.9311817063259475e-12,1.4221500746945587e-12,7.986395542517344e-13
S002,reposo,P7,3.2810480315874175e-11,4.624154757148856e-12,6.316781946454573e-12,2.021838613702365e-12,1.207284737677759e-12
S002,reposo,P5,3.242595419399962e-11,5.125737687405985e-12,6.6045864084015545e-12,2.0767433694947893e-12,1.3378358504515818e-12
S002,reposo,P3,2.4516228690540638e-11,3.854547258998174e-12,6.333790004073026e-12,1.9220624257661278e-12,1.1070177711873398e-12
S002,reposo,P1,1.9046701630232205e-11,3.050042078685636e-12,7.277682061748034e-12,1.7589540653045902e-12,7.439280888243389e-13
S002,reposo,Pz,1.955228818112346e-11,4.074433444015182e-12,7.75788313258022e-12,2.1160020202534856e-12,6.985195308706224e-13
S002,reposo,P2,2.2634512175464858e-11,4.4872394439787866e-12,7.431332762428965e-12,2.008255622534091e-12,7.137469547264422e-13
S002,reposo,P4,1.9149894552049575e-11,3.6240897010959085e-12,6.872872638455928e-12,1.8071215732886574e-12,6.715073925291264e-13
S002,reposo,P6,1.2870138213400053e-11,2.98950071397628e-12,9.199995071187658e-12,1.9251030886418967e-12,8.01259611315212e-13
S002,reposo,P8,1.3166213573292154e-11,3.480299428523794e-12,9.207492204374848e-12,1.88360231444197e-12,9.01956651729653e-13
S002,reposo,PO7,2.948711882241709e-11,4.664710601455569e-12,1.1746861570585875e-11,2.8162106973033764e-12,1.1789797040711307e-12
S002,reposo,PO3,3.190153653692847e-11,4.972657195810709e-12,9.849877991775386e-12,2.4335550666745386e-12,1.1196986056425404e-12
S002,reposo,POz,3.118286642452785e-11,5.948186083263228e-12,1.5727508015107568e-11,3.1712418978858645e-12,1.0059975611598803e-12
S002,reposo,PO4,1.691262633425316e-11,3.3790951622179727e-12,1.1595362663255795e-11,2.451824061573547e-12,8.421946665775747e-13
S002,reposo,O1,3.356351121722377e-11,5.440949787590911e-12,1.9138392534418265e-11,4.203494336482703e-12,1.1953189857750481e-12
S002,reposo,Oz,2.999376776246962e-11,5.0391542071559984e-12,1.3548803758849818e-11,3.291104631045566e-12,1.3169817347328663e-12
S003,img_der,FC5,1.1842216429861145e-10,1.913634116784486e-11,1.3238717900448604e-11,4.660861694512583e-12,4.888983888054951e-12
S003,img_der,FC3,4.9756446369322044e-11,1.4554527330197334e-11,7.2221558630478444e-12,2.388055271012859e-12,2.948505731804376e-12
S003,img_der,FC1,3.6983461776841844e-11,1.7346940174080927e-11,7.745483615864379e-12,2.142664608974659e-12,2.6848222300266348e-12
S003,img_der,FCz,3.8897891258340125e-11,1.8935593536845717e-11,8.733302394179053e-12,2.184837893998234e-12,2.6279334250473525e-12
S003,img_der,FC2,3.1641397158308984e-11,1.6418839172537085e-11,8.174461420703094e-12,2.0011211180335795e-12,2.438331309111865e-12
S003,img_der,FC4,3.925032725036341e-11,1.2951906000329363e-11,9.62487965672069e-12,3.926591601396495e-12,5.2391229457504675e-12
S003,img_der,FC6,3.929963423270646e-11,1.2870839067408626e-11,9.666642712243911e-12,3.889765630448393e-12,5.279449768998694e-12
S003,img_der,C5,7.891241772721904e-11,1.6008890886181997e-11,9.316858318781122e-12,2.524753993730537e-12,2.367913916302283e-12
S003,img_der,C3,7.565817433887994e-11,1.613555161427351e-11,5.8718613048936335e-12,1.9700782414387972e-12,1.900144120578531e-12
S003,img_der,C1,6.907166711740416e-11,1.7273591581489104e-11,6.328128601414829e-12,1.4799253414004614e-12,1.4754134013364763e-12
S003,img_der,Cz,7.587676917543647e-11,2.135631220488619e-11,8.091523964721009e-12,1.4867416849789071e-12,1.4120818156299093e-12
S003,img_der,C2,9.170725231791554e-11,1.684556728895938e-11,6.7063121110801044e-12,1.4698718271934963e-12,1.175515868391038e-12
S003,img_der,C4,6.640053860437557e-11,1.4512021664761754e-11,7.517380722074921e-12,2.157172749602565e-12,1.9261278744158966e-12
S003,img_der,C6,9.453173660956882e-11,1.8622306078482825e-11,1.0847392461595286e-11,4.847672122760044e-12,4.8208867433894704e-12
S003,img_der,CP5,1.349710514259433e-10,2.1385964851289874e-11,1.1419114650462598e-11,2.1645790176771804e-12,1.5973619990760194e-12
S003,img_der,CP3,1.1627337176162535e-10,2.062025225500462e-11,1.0816460078186027e-11,1.6818314160249879e-12,1.003994528606718e-12
S003,img_der,CP1,1.148453618426689e-10,2.194378819629891e-11,8.807590057720808e-12,1.2858196370451731e-12,9.48770747581996e-13
S003,img_der,CPz,1.1505367242257128e-10,2.3690408843418026e-11,8.63038853793142e-12,1.2788917425661048e-12,8.079113390049436e-13
S003,img_der,CP2,1.189551944231718e-10,2.1979736440605893e-11,9.023914933342004e-12,1.242520798284455e-12,6.615178520292503e-13
S003,img_der,CP4,1.063233806730186e-10,1.9091290832998785e-11,8.776960310758187e-12,1.2927312225016954e-12,6.122347633053958e-13
S003,img_der,CP6,1.0950734328323713e-10,1.9585588522351428e-11,8.855022413558257e-12,1.685568584699335e-12,1.0097577613232153e-12
S003,img_der,AFz,3.981903509459635e-10,5.83683215346144e-11,1.7683470692676884e-11,1.467002269261266e-12,5.187747635999279e-13
S003,img_der,AF4,1.152827298538124e-09,1.4061547225530219e-10,2.994972099257774e-11,2.5557716925062387e-12,1.14450356387983e-12
S003,img_der,F7,2.2014994498002808e-10,4.2400243338347045e-11,2.2536192432144684e-11,3.6324964204521166e-12,2.3734071283288887e-12
S003,img_der,F5,2.2265004024877775e-10,3.651476166188988e-11,1.6805083973609136e-11,2.737818769574125e-12,1.9101098836924305e-12
S003,img_der,F3,1.1688221078724525e-10,2.2908591787796268e-11,1.1934438221222237e-11,1.5467635291850852e-12,7.596907096844124e-13
S003,img_der,F1,9.69768960294052e-11,2.339404959141404e-11,1.1539031376763651e-11,1.2555815282867695e-12,5.013918034388747e-13
S003,img_der,Fz,9.180966333981138e-11,2.3556130834762465e-11,1.1510046667296636e-11,1.2101224796863258e-12,4.686410522859643e-13
S003,img_der,F2,2.482146291009606e-10,3.5600754459576024e-11,1.3274501215499958e-11,1.6168861862175635e-12,7.839226325306868e-13
S003,img_der,F4,2.460792857242273e-10,3.553819111915043e-11,1.327013786646408e-11,1.6095040477394108e-12,7.844669725426877e-13
S003,img_der,F6,6.024751301710819e-10,7.700925142043529e-11,1.9863188113736893e-11,2.3349051854553863e-12,1.2585646843822597e-12
S003,img_der,F8,6.069864280621315e-10,8.329815501719197e-11,2.548552707093914e-11,3.493844861187351e-12,1.8966756787238903e-12
S003,img_der,FT7,5.6519991069612655e-11,1.9948697701348515e-11,1.8753885422474242e-11,6.706605059963762e-12,5.026445064334279e-12
S003,img_der,FT8,5.5760177249735593e-11,2.0672441731886002e-11,1.4872870060650067e-11,3.821694959732456e-12,3.066154028078155e-12
S003,img_der,T7,1.1931254408227205e-10,2.672103804096234e-11,1.647806247796607e-11,5.833623224222257e-12,4.507138681241811e-12
S003,img_der,T8,8.325177026492281e-11,2.567030996212944e-11,1.439815839783716e-11,6.601700528310637e-12,6.509868358413602e-12
S003,img_der,T9,1.9191032442059983e-10,4.114810808232889e-11,2.3231144178505216e-11,3.9874618034109914e-12,2.8739023528551725e-12
S003,img_der,T10,1.6984784047404396e-10,4.4670611875653593e-11,2.200085557227814e-11,4.4060387435576195e-12,3.013909003135164e-12
S003,img_der,TP7,1.5902103028660575e-10,3.096645553552119e-11,1.5579340226319927e-11,3.587823066032463e-12,2.722500534188786e-12
S003,img_der,TP8,1.9159347024487794e-10,3.5240956314511034e-11,1.4192917547118042e-11,3.644354958800047e-12,2.9601128246832876e-12
S003,img_der,P7,1.8674602095125618e-10,3.250154750794568e-11,2.8959647414954536e-11,3.3133991914170895e-12,1.7757393111959981e-12
S003,img_der,P5,1.7024112456913979e-10,2.7965899347104727e-11,2.7162579202711155e-11,2.76856941201698e-12,1.8323848298185887e-12
S003,img_der,P3,1.5579938567772492e-10,2.505931059435762e-11,2.0397230635705154e-11,2.075752296073752e-12,1.806031009226474e-12
S003,img_der,P1,1.5592895598469663e-10,2.5868035103900745e-11,1.547050577954851e-11,1.988353007682612e-12,2.0572689152894315e-12
S003,img_der,Pz,1.728375693539504e-10,2.7766418711859546e-11,1.4069646070201074e-11,1.885991940985084e-12,2.038102571337672e-12
S003,img_der,P2,1.4425037647962874e-10,2.5066219563573062e-11,1.3217614224352493e-11,1.8465358600813687e-12,2.1243381583373767e-12
S003,img_der,P4,1.421323016409516e-10,2.434272868540295e-11,1.3468698380709241e-11,2.020039581455077e-12,2.467804692175175e-12
S003,img_der,P6,1.5080002563974706e-10,2.6051239597721164e-11,1.5676743462129224e-11,2.391049749808712e-12,2.6391923187622313e-12
S003,img_der,P8,1.7280547332067004e-10,3.0516185749392047e-11,1.7527312219952678e-11,3.031448902324286e-12,3.2249060884665137e-12
S003,img_der,PO7,2.1932062935882128e-10,3.8288137693733614e-11,5.6976334224441207e-11,5.93270514711199e-12,4.061420482727705e-12
S003,img_der,PO3,1.9776787746642824e-10,3.309809994625138e-11,4.1629933568525154e-11,4.028953866152332e-12,3.556885544873924e-12
S003,img_der,POz,1.9470932314742692e-10,3.3806447091391956e-11,2.3008938949141538e-11,3.2755240109970965e-12,3.682944956921609e-12
S003,img_der,PO4,1.8287843660079624e-10,3.1397567277305005e-11,2.5086232989519328e-11,3.1904937026844044e-12,3.434562988367568e-12
S003,img_der,O1,2.3319125864737847e-10,3.827747579939312e-11,5.431162013316117e-11,6.635619962158464e-12,2.7179121696428097e-12
S003,img_der,Oz,2.2185383564889335e-10,3.577887820419387e-11,3.3274378671337374e-11,4.316385466220004e-12,1.9157556162690604e-12
S003,img_izq,FC5,8.341563191467222e-11,1.9541450380186573e-11,1.234557778337305e-11,4.9136791047979335e-12,5.573576084555783e-12
S003,img_izq,FC3,4.9188858009266724e-11,1.5480259124457484e-11,6.126569540235099e-12,2.641012775772402e-12,3.343216701210004e-12
S003,img_izq,FC1,3.605847682877003e-11,1.7386604241145707e-11,6.923006373049221e-12,2.273590126478766e-12,3.080417528409029e-12
S003,img_izq,FCz,3.724487059110654e-11,1.8926081635844243e-11,7.850987893005182e-12,2.296598390701927e-12,2.978576899186712e-12
S003,img_izq,FC2,3.017074568817382e-11,1.5557609216553947e-11,7.43586501418344e-12,2.1605471517562435e-12,2.7225496337924635e-12
S003,img_izq,FC4,3.6857814785518744e-11,1.3108244606993405e-11,8.36392467005732e-12,3.8729159634667065e-12,4.564096398892016e-12
S003,img_izq,FC6,3.7521306189584233e-11,1.3092568387510852e-11,8.346747234420984e-12,3.8330698225896606e-12,4.565269759361591e-12
S003,img_izq,C5,6.99977326998982e-11,1.811601427796264e-11,9.562823542893507e-12,2.6244001743354687e-12,2.61845751186757e-12
S003,img_izq,C3,7.684662314056563e-11,1.6415138032147274e-11,5.636512309288134e-12,2.0397889098065714e-12,2.1372246627378568e-12
S003,img_izq,C1,6.263289341276182e-11,1.706019920001294e-11,5.753249634719285e-12,1.5506931028029145e-12,1.686927804457348e-12
S003,img_izq,Cz,7.431445754377479e-11,2.1067082521648306e-11,7.515860631265295e-12,1.5368096317969726e-12,1.6084079756703568e-12
S003,img_izq,C2,8.506604881408978e-11,1.7496432376796986e-11,7.181510235543966e-12,1.4924326751135185e-12,1.3215874834331328e-12
S003,img_izq,C4,6.626487413700048e-11,1.5845630106013732e-11,7.193810193983124e-12,2.0828364119237075e-12,1.9230148672817787e-12
S003,img_izq,C6,1.0621168485092352e-10,2.0723847354342113e-11,1.0622750013071978e-11,4.566934340095432e-12,4.234862667369009e-12
S003,img_izq,CP5,1.240839839294264e-10,2.3180847370932055e-11,1.0567528243852027e-11,2.217525034895108e-12,1.78304951549526e-12
S003,img_izq,CP3,1.1072620147556958e-10,2.1076779114881637e-11,7.65833905225988e-12,1.6702205746232651e-12,1.1662461048863404e-12
S003,img_izq,CP1,1.0698257631743412e-10,2.2209991519986882e-11,7.353137656310995e-12,1.2957035942323102e-12,1.0871619499816012e-12
S003,img_izq,CPz,1.0435175814188712e-10,2.3589061868306828e-11,7.96895415525307e-12,1.3037211736424527e-12,9.310585279098827e-13
S003,img_izq,CP2,1.1790039083744854e-10,2.3896594380766676e-11,8.806997360135947e-12,1.3291426589780777e-12,7.258306488080582e-13
S003,img_izq,CP4,1.0910576414339876e-10,2.160223471389692e-11,8.730763231289097e-12,1.4518888770891124e-12,6.438734432970103e-13
S003,img_izq,CP6,1.2188991900826365e-10,2.308417846897705e-11,8.728085802245988e-12,2.016216828984222e-12,1.0283851306793831e-12
S003,img_izq,AFz,3.8086186395254807e-10,5.67641890406133e-11,1.442245549602227e-11,1.4918117796217861e-12,5.133202735467332e-13
S003,img_izq,AF4,9.785356729292196e-10,1.3757245413339084e-10,2.8619163934290762e-11,2.5233808745771086e-12,1.100769808016611e-12
S003,img_izq,F7,3.259635163696421e-10,5.591665633993472e-11,2.0852732523209077e-11,4.0677448027315294e-12,2.659036876614718e-12
S003,img_izq,F5,2.902515858301926e-10,4.638106716689233e-11,1.4144853329208823e-11,3.0521386415196834e-12,2.0297223094975816e-12
S003,img_izq,F3,1.3399307174269848e-10,2.5743667280194453e-11,8.092220747100034e-12,1.5953295336157557e-12,7.893667978377513e-13
S003,img_izq,F1,1.0507173872603902e-10,2.323086154602203e-11,8.307059466858016e-12,1.3122019378067238e-12,5.322442823008113e-13
S003,img_izq,Fz,8.41712633707036e-11,2.261692476847518e-11,8.943634691722555e-12,1.271188092392336e-12,4.971500005136861e-13
S003,img_izq,F2,1.9524037475202915e-10,3.3039088720740685e-11,1.0394540142077162e-11,1.6115959312373463e-12,7.353580848219348e-13
S003,img_izq,F4,1.9488631982280983e-10,3.290497018136195e-11,1.035252249500857e-11,1.6119793229458684e-12,7.437294815205825e-13
S003,img_izq,F6,4.791383354978307e-10,7.125971413761926e-11,1.703551092155715e-11,2.1889765589141222e-12,1.2213215468174187e-12
S003,img_izq,F8,4.2476907687499205e-10,7.435467277067269e-11,2.065077815215982e-11,3.4054774393774474e-12,1.6766472738802929e-12
S003,img_izq,FT7,6.438664830159901e-11,2.575424257795337e-11,1.9777437291058335e-11,7.2027993822712395e-12,5.317877044599831e-12
S003,img_izq,FT8,5.714023011740225e-11,2.0978736892503937e-11,1.2418740499738e-11,3.716851554416012e-12,2.4746860631364638e-12
S003,img_izq,T7,1.0515696934981059e-10,3.088760712010974e-11,2.1005424472220767e-11,6.35841585100587e-12,4.640445211184689e-12
S003,img_izq,T8,9.796115991959406e-11,2.6507707829219447e-11,1.2956949972970518e-11,6.433703782662525e-12,5.978816382214681e-12
S003,img_izq,T9,1.6309549108511575e-10,4.540626581232384e-11,2.9805893283481387e-11,4.71019830242491e-12,3.457343628827721e-12
S003,img_izq,T10,1.8533145869793235e-10,4.506055803913634e-11,2.003226399930989e-11,4.604798512433249e-12,3.29271002317584e-12
S003,img_izq,TP7,1.3704262086405859e-10,3.143780273156203e-11,1.8822056351015564e-11,3.776817801633305e-12,2.8240718197109465e-12
S003,img_izq,TP8,1.9488346783980424e-10,3.847678738883729e-11,1.4061982161134058e-11,4.213336371194802e-12,3.422621395817167e-12
S003,img_izq,P7,1.688852204805641e-10,3.175386466557697e-11,1.9013436830456946e-11,3.3607469196865743e-12,1.8119326530957338e-12
S003,img_izq,P5,1.5674315401861062e-10,2.826729710752743e-11,1.5496284196719484e-11,2.728516049948915e-12,1.9022975233618256e-12
S003,img_izq,P3,1.441091480600106e-10,2.5403059154136644e-11,1.1625406924884576e-11,2.02240911621178e-12,1.897355844884543e-12
S003,img_izq,P1,1.5622116318473392e-10,2.525805446285324e-11,1.0932879300005252e-11,2.086671419772726e-12,2.2136576714922125e-12
S003,img_izq,Pz,1.634182741743614e-10,2.734927005800156e-11,1.1661773755358165e-11,2.00360962886699e-12,2.1916450339144897e-12
S003,img_izq,P2,1.451009793355347e-10,2.5983481497529577e-11,1.1852470872042319e-11,1.9560816386100913e-12,2.3033357533149075e-12
S003,img_izq,P4,1.4163483749289508e-10,2.5676948129999225e-11,1.2852958229029793e-11,2.208878345279881e-12,2.727767620742493e-12
S003,img_izq,P6,1.5849596955831102e-10,2.9292112606794036e-11,1.520197058209164e-11,2.6183265007852874e-12,2.9645746442198816e-12
S003,img_izq,P8,1.7524759772413486e-10,3.351057379081313e-11,1.6119448004877745e-11,3.3836713165110733e-12,3.707099013116215e-12
S003,img_izq,PO7,2.0634431364367508e-10,3.630068940123248e-11,2.7627235943069873e-11,5.623834247230351e-12,4.10105862847901e-12
S003,img_izq,PO3,1.842305575873359e-10,3.1045198456335484e-11,2.036325399468223e-11,3.760263585516574e-12,3.752983772941204e-12
S003,img_izq,POz,1.861637331684752e-10,3.333694452825313e-11,1.824154705144249e-11,3.401240474677142e-12,3.99505548826041e-12
S003,img_izq,PO4,1.8477395670319783e-10,3.1911220509973756e-11,2.2538001758662745e-11,3.3632665969002967e-12,3.832920854214417e-12
S003,img_izq,O1,2.2260136500796535e-10,3.57805797823584e-11,2.8270356348941238e-11,5.688670625821141e-12,3.048271050585999e-12
S003,img_izq,Oz,2.1258032975042736e-10,3.525566926500824e-11,2.4970052371277526e-11,4.074932251535245e-12,2.212958533666294e-12
S003,mov_real_der,FC5,9.27963432859553e-11,2.0230822753953638e-11,1.4931030504655903e-11,4.6656507989025956e-12,3.408695210433195e-12
S003,mov_real_der,FC3,5.313283246979791e-11,1.5768869756929447e-11,7.73653938189319e-12,2.1638703980373605e-12,1.4583813831420113e-12
S003,mov_real_der,FC1,4.116989598642541e-11,1.6680042062379573e-11,7.575404544128316e-12,1.8133379214250458e-12,1.16051551972158e-12
S003,mov_real_der,FCz,3.8323814524567915e-11,1.9313949151291784e-11,7.870510741489829e-12,1.8301216695423246e-12,1.1404008857477564e-12
S003,mov_real_der,FC2,3.393261432075764e-11,1.683214325880987e-11,7.835042674593558e-12,1.874825391851182e-12,1.0517700904862267e-12
S003,mov_real_der,FC4,4.4898376707595e-11,1.4449263415463927e-11,9.289410309986834e-12,2.6403996664524404e-12,1.5276448657835493e-12
S003,mov_real_der,FC6,4.505689935757846e-11,1.4400263775614574e-11,9.224336692391787e-12,2.6214633699481753e-12,1.5365022040847378e-12
S003,mov_real_der,C5,8.773960522388013e-11,1.9144531810186658e-11,1.1101100304185913e-11,2.3856286142347563e-12,1.4353127402524251e-12
S003,mov_real_der,C3,9.523668766979295e-11,1.6447925772386637e-11,6.884817003242236e-12,1.786188020482553e-12,9.823294873475094e-13
S003,mov_real_der,C1,7.135278802384304e-11,1.6856416799805674e-11,6.152618314034422e-12,1.3350669442236818e-12,7.080963702087803e-13
S003,mov_real_der,Cz,7.470337269470286e-11,2.1269072341318837e-11,7.401710382847457e-12,1.4676241970166598e-12,7.123979350497699e-13
S003,mov_real_der,C2,1.4420038029313194e-10,1.8696160213915912e-11,6.862981090995696e-12,1.532065442320996e-12,6.732673003030086e-13
S003,mov_real_der,C4,6.30092221351274e-11,1.6526113849529287e-11,7.342604942085365e-12,2.1625084235811907e-12,1.0606732970721086e-12
S003,mov_real_der,C6,1.346317228797587e-10,2.2621356844546235e-11,1.14366386231696e-11,5.897569587159765e-12,3.93260262719656e-12
S003,mov_real_der,CP5,1.5922359395880458e-10,2.5894066428582566e-11,1.2057625264650621e-11,2.099693195829464e-12,9.801216173784435e-13
S003,mov_real_der,CP3,1.314738270687576e-10,2.1599699395321892e-11,9.751199350639509e-12,1.6139946187866239e-12,6.60985675124105e-13
S003,mov_real_der,CP1,1.2202310449992888e-10,2.1881285004969457e-11,8.320023980310146e-12,1.2977428308490976e-12,5.276853997300397e-13
S003,mov_real_der,CPz,1.2471300741542022e-10,2.3533650929644172e-11,8.377007613036763e-12,1.3674507445558793e-12,5.565727824005712e-13
S003,mov_real_der,CP2,1.4976357450240682e-10,2.3394056577880753e-11,9.32952704733516e-12,1.4469838872418912e-12,5.215969799183794e-13
S003,mov_real_der,CP4,1.2433650017206975e-10,2.215401699052926e-11,9.563109504051252e-12,1.5609005023123346e-12,5.602620984824284e-13
S003,mov_real_der,CP6,1.4566631890317166e-10,2.415460367791752e-11,9.464461720470687e-12,2.2796833994206405e-12,1.2902301652058709e-12
S003,mov_real_der,AFz,4.336183732832748e-10,6.475334249829947e-11,1.6249022539505652e-11,1.7016255299805952e-12,4.690750687177545e-13
S003,mov_real_der,AF4,1.2056483456806222e-09,1.5703891186906095e-10,2.683559231024297e-11,2.8135846929096587e-12,1.4815475863511945e-12
S003,mov_real_der,F7,3.160489266695062e-10,5.189869582169873e-11,2.463869291556024e-11,3.996501727863177e-12,2.1874885810678714e-12
S003,mov_real_der,F5,2.9251434072902607e-10,4.391962283177714e-11,1.6829450840055838e-11,3.302632258625796e-12,1.7545696552849533e-12
S003,mov_real_der,F3,1.3877237442978399e-10,2.557021687880345e-11,1.0634933662817144e-11,1.917546330366042e-12,8.4727826380695e-13
S003,mov_real_der,F1,1.0651579841056577e-10,2.4498071993260066e-11,1.0265827944355476e-11,1.4704916784577994e-12,4.3765825804798857e-13
S003,mov_real_der,Fz,9.255084758967259e-11,2.4717345483194025e-11,1.0241167305310836e-11,1.392717646374646e-12,3.6740054251998777e-13
S003,mov_real_der,F2,2.4245054878984065e-10,3.9287660087695104e-11,1.2033896204144121e-11,1.785895781868394e-12,6.763087755277142e-13
S003,mov_real_der,F4,2.4115077130460187e-10,3.9152894147938065e-11,1.1978177214159456e-11,1.7764252907931276e-12,6.691329758143524e-13
S003,mov_real_der,F6,6.224455304555207e-10,8.577501436430004e-11,1.8225367560480305e-11,2.5218415568918477e-12,1.2255546331396107e-12
S003,mov_real_der,F8,5.955611068581064e-10,9.341430976549759e-11,2.400987486133842e-11,3.869948875780643e-12,1.6297156971720682e-12
S003,mov_real_der,FT7,7.336821410997541e-11,2.6181575076074607e-11,2.3343123195384714e-11,6.279416606469495e-12,4.02906223036496e-12
S003,mov_real_der,FT8,6.845969391924612e-11,2.1683817095935366e-11,1.3851477190252727e-11,3.500427236755118e-12,2.0571434192072883e-12
S003,mov_real_der,T7,1.3182594127889397e-10,3.522780189732143e-11,2.18091240327547e-11,6.213671748898974e-12,4.2240653502970955e-12
S003,mov_real_der,T8,1.0866149299556303e-10,2.8324364861394287e-11,1.4073046521243517e-11,1.387948056154293e-11,1.3436056143174995e-11
S003,mov_real_der,T9,2.210234548447225e-10,5.4677204270809285e-11,3.224695383240817e-11,4.8205966948919816e-12,2.5142529962170173e-12
S003,mov_real_der,T10,2.0327257493479597e-10,4.82666725154221e-11,2.0949528225039754e-11,4.924270301714853e-12,2.2220213521893627e-12
S003,mov_real_der,TP7,1.7409858190314875e-10,3.6557598894805837e-11,1.895155768393919e-11,3.566848443984628e-12,1.7724400530858689e-12
S003,mov_real_der,TP8,2.0571661372708568e-10,4.004485813132711e-11,1.4824762735429415e-11,3.8700775436311784e-12,2.677330341634275e-12
S003,mov_real_der,P7,2.0666097981261633e-10,3.7397701009676384e-11,2.4511797110489912e-11,3.4461097823031e-12,1.1117266701747025e-12
S003,mov_real_der,P5,1.8833402246133736e-10,3.1020519546183115e-11,2.1558858944576703e-11,2.6420197786432943e-12,9.99425688097052e-13
S003,mov_real_der,P3,1.6601835032247213e-10,2.678820024362461e-11,1.6449639689343934e-11,1.9372462349562466e-12,8.638634620392288e-13
S003,mov_real_der,P1,1.6429905391159652e-10,2.615304637854693e-11,1.4197418730348943e-11,1.8857910761391913e-12,9.165788092959452e-13
