sujeto,condicion,canal,potencia_Delta,potencia_Theta,potencia_Mu,potencia_Beta,potencia_Gamma
S016,mov_real_izq,PO3,6.352072470314743e-11,9.634668281771096e-12,3.4376725967541446e-12,1.4201813026586377e-12,6.404419766099685e-13
S016,mov_real_izq,POz,6.297366852059664e-11,9.983982674847931e-12,3.3424708777957458e-12,1.1154973250515551e-12,4.883422437444184e-13
S016,mov_real_izq,PO4,6.405266577153758e-11,1.0446622766559017e-11,3.3753354722179402e-12,1.105994586866134e-12,4.818831545526116e-13
S016,mov_real_izq,O1,8.745698570071886e-11,1.312467586852659e-11,4.645101104315382e-12,1.7732000905784512e-12,1.1012877124498933e-12
S016,mov_real_izq,Oz,9.599749871066565e-11,1.4007639062143835e-11,4.715193967315967e-12,1.4489458721724804e-12,8.088161057220937e-13
S016,reposo,FC5,1.0199082727062427e-11,3.768260398060138e-12,3.33667872197838e-12,1.3992438437222856e-12,6.996804850169423e-13
S016,reposo,FC3,7.498482643536992e-12,3.7900090439307006e-12,2.758253937352012e-12,1.1293213200306194e-12,5.881233781252512e-13
S016,reposo,FC1,7.157090045835674e-12,3.667966777073201e-12,2.68529028779104e-12,1.1090893668625105e-12,5.892107217329845e-13
S016,reposo,FCz,7.650339873025653e-12,4.5300399102855635e-12,3.753562482785597e-12,1.341358010643265e-12,6.76708538068907e-13
S016,reposo,FC2,7.645916232908619e-12,3.975092103127263e-12,3.3093129878954807e-12,1.3924746695290136e-12,7.902642189938397e-13
S016,reposo,FC4,1.2520313421001396e-11,3.969578900665772e-12,2.843146660746334e-12,1.7856474207624368e-12,1.0932073710608095e-12
S016,reposo,FC6,1.6572671699755754e-11,3.53975377379431e-12,2.7508501059802862e-12,2.0826051354542157e-12,1.32162856191713e-12
S016,reposo,C5,1.679932117154084e-11,4.1505424747412924e-12,3.3426870102501455e-12,1.4251365361755733e-12,4.5322924539165463e-13
S016,reposo,C3,1.1701487189598657e-11,3.079049954083402e-12,1.9905359329722046e-12,1.0739502955892551e-12,3.96531659667122e-13
S016,reposo,C1,1.3915070728619971e-11,4.30408452746495e-12,2.507932569339613e-12,1.0165354784653718e-12,4.045349732160898e-13
S016,reposo,Cz,1.3143268899549065e-11,4.177053703279904e-12,2.6717963247522884e-12,1.0441409093950374e-12,4.2491655914757077e-13
S016,reposo,C2,1.089084680362751e-11,3.423962686119648e-12,2.3879236028529878e-12,1.043292333301234e-12,4.2872440512975676e-13
S016,reposo,C4,1.1575354833056298e-11,3.130161366707309e-12,2.3128193107182645e-12,1.3816569557267712e-12,5.247508290291822e-13
S016,reposo,C6,1.495973818265944e-11,3.862854008053815e-12,2.932752009041603e-12,2.0973046161396664e-12,9.265097937227454e-13
S016,reposo,CP5,3.103998347305205e-11,5.851381743779199e-12,3.414617399835438e-12,1.62348248352863e-12,3.9144579232870414e-13
S016,reposo,CP3,2.456164836150984e-11,4.806146656691683e-12,2.5099446232004786e-12,1.1882677111420104e-12,2.997070161743118e-13
S016,reposo,CP1,2.5256758103163915e-11,4.9661090430517705e-12,2.1562988051459065e-12,8.639410573999428e-13,3.027442249735805e-13
S016,reposo,CPz,2.316874831980894e-11,4.91657550392035e-12,2.246844898694361e-12,7.692305749648357e-13,2.8493953728611614e-13
S016,reposo,CP2,2.1994357305031877e-11,4.368235462920408e-12,2.286679656809454e-12,9.795865696813098e-13,2.652714351014066e-13
S016,reposo,CP4,2.3910379744183394e-11,4.680963071438284e-12,2.681830417444334e-12,1.3906553790028015e-12,3.229546273463233e-13
S016,reposo,CP6,3.0402720289861806e-11,6.2620084689834475e-12,3.540689366518624e-12,1.6335593772591654e-12,5.916531247388687e-13
S016,reposo,AFz,1.222802212433228e-10,1.9631658565989066e-11,5.789051109891582e-12,1.0160445910910249e-12,2.8315004770914464e-13
S016,reposo,AF4,2.2175823079540927e-10,2.765702226185349e-11,6.432728068968987e-12,3.7209073211074236e-12,2.4742591395305365e-12
S016,reposo,F7,9.609357153783048e-11,1.6776466116158936e-11,8.158877970203265e-12,1.4652801435199635e-12,4.4741393872623297e-13
S016,reposo,F5,9.263158117782001e-11,1.5143128951563802e-11,5.455279701455098e-12,3.0374931914122913e-12,2.050123558936272e-12
S016,reposo,F3,5.970603047642437e-11,1.1794152741734427e-11,4.84003504321291e-12,1.205133008508079e-12,4.482212045859175e-13
S016,reposo,F1,3.682346302698272e-11,8.573974365961629e-12,4.398867336025534e-12,9.849734126395742e-13,3.27842805603623e-13
S016,reposo,Fz,2.437477325786093e-11,6.740197881073556e-12,4.088741280839973e-12,9.58239640921257e-13,3.495362329862217e-13
S016,reposo,F2,4.3297449866429657e-11,9.242716604277977e-12,4.6183319657041484e-12,2.3690351092714028e-12,1.5583990716189257e-12
S016,reposo,F4,4.088654610331299e-11,8.738399531896266e-12,4.395438318721449e-12,2.2588800245758645e-12,1.4589059326116457e-12
S016,reposo,F6,1.2865634528878814e-10,1.682134443224793e-11,5.768218018420206e-12,1.2193927812087895e-11,9.560781161413505e-12
S016,reposo,F8,1.499304737460672e-10,2.0063104207722363e-11,6.155585387914153e-12,1.8560828449367482e-12,7.998816303102011e-13
S016,reposo,FT7,1.249157714591798e-11,5.296749695937416e-12,6.35905495914505e-12,1.4899761366090248e-12,5.459346918779262e-13
S016,reposo,FT8,1.706624007352177e-11,5.278055437969042e-12,4.494748349010418e-12,1.5022981634893023e-12,5.667183673309759e-13
S016,reposo,T7,3.2105712112559706e-11,7.903871888890115e-12,6.175076320805347e-12,2.1906046382182636e-12,5.970679866698285e-13
S016,reposo,T8,3.105946522078851e-11,8.907476923136795e-12,7.268629264682647e-12,5.527139917457788e-12,3.115369769881614e-12
S016,reposo,T9,7.144171368668431e-11,1.6512111039603023e-11,1.4165413656148144e-11,2.278204121800837e-12,5.840126115488496e-13
S016,reposo,T10,7.519928560513556e-11,1.6895715276277403e-11,1.0179531328931516e-11,2.072555681845663e-12,7.101772029152714e-13
S016,reposo,TP7,4.3363828298864956e-11,8.91670896603129e-12,5.410529909808985e-12,2.0315772703841098e-12,4.080364872907734e-13
S016,reposo,TP8,4.881888109315161e-11,1.1228936512797164e-11,7.036318242888751e-12,4.509249514885723e-12,3.0067044572337807e-12
S016,reposo,P7,5.435501660739362e-11,1.0969035754139008e-11,5.757717485315354e-12,2.2892593123856506e-12,8.559835232546114e-13
S016,reposo,P5,4.3315001786122574e-11,7.798875307088414e-12,3.753561462780582e-12,1.8299999603537846e-12,6.179088760472074e-13
S016,reposo,P3,3.594796185098463e-11,6.1647832249316475e-12,2.7802032652345295e-12,1.207435673865194e-12,3.821544439959979e-13
S016,reposo,P1,3.679248056141969e-11,6.329135470445254e-12,2.687622015551107e-12,1.0341308350469858e-12,3.872891080465658e-13
S016,reposo,Pz,3.312549889740869e-11,5.863925970515506e-12,2.496438893248301e-12,8.84368119703913e-13,3.4722974680347153e-13
S016,reposo,P2,3.356556433619546e-11,5.868756232113074e-12,2.5856139321295252e-12,9.527801505663701e-13,3.68868118560434e-13
S016,reposo,P4,3.4051286214746964e-11,6.166793550577629e-12,2.9642870186806047e-12,1.4537130375068976e-12,5.216496323120765e-13
S016,reposo,P6,4.2630074556247836e-11,7.97630685124996e-12,3.668877949955739e-12,1.4611909991608286e-12,6.056055404883868e-13
S016,reposo,P8,5.085521845017944e-11,1.0684503522009178e-11,5.741808483208234e-12,2.059121887208859e-12,1.0767197412905692e-12
S016,reposo,PO7,6.044514862231541e-11,1.1850260217587191e-11,6.040947675218975e-12,2.760856597121883e-12,1.4995244316685883e-12
S016,reposo,PO3,4.874918023768969e-11,8.306402012549613e-12,3.746381857073449e-12,1.5946659250589364e-12,7.049961879775984e-13
S016,reposo,POz,4.8501141384078654e-11,8.26116386821941e-12,3.505574411649148e-12,1.2649066744144103e-12,5.715381736293395e-13
S016,reposo,PO4,5.0149300838868286e-11,8.659311792392836e-12,4.0200900286015716e-12,1.4653354873851339e-12,6.115081141436402e-13
S016,reposo,O1,6.645472069068442e-11,1.1086598929116648e-11,5.0853200733319184e-12,2.0247582559005598e-12,1.1438304462046549e-12
S016,reposo,Oz,6.799432844208647e-11,1.09847675041662e-11,4.9451696008826096e-12,1.7112830272250505e-12,9.173649526518832e-13
S017,img_der,FC5,8.668936256588079e-11,2.460226263428499e-11,3.9835720468175295e-11,7.304175116468836e-11,1.2524782015894068e-10
S017,img_der,FC3,3.646662844661133e-11,1.0860899691944755e-11,1.3464640877169608e-11,2.3070876247369247e-11,3.659677305212882e-11
S017,img_der,FC1,2.9185465657624805e-11,8.165207628126072e-12,8.298732027808439e-12,6.001134306423141e-12,8.138461288910462e-12
S017,img_der,FCz,2.6184028694812747e-11,7.474342341937502e-12,8.473962232214152e-12,4.123982797114524e-12,4.981445763864648e-12
S017,img_der,FC2,2.244879186239926e-11,7.093823734344579e-12,9.441564088692456e-12,6.87914871583009e-12,8.161684145615691e-12
S017,img_der,FC4,2.4825181025842373e-11,8.512580228908292e-12,1.1595129402489738e-11,2.052460689635154e-11,2.5042808654744093e-11
S017,img_der,FC6,4.0427178721901855e-11,1.7504647057298518e-11,2.6410619935739387e-11,1.1749445979760296e-10,1.496729776458848e-10
S017,img_der,C5,4.87582428045886e-11,1.218918187977929e-11,2.7688573403153252e-11,2.283767224523306e-11,2.775049142519727e-11
S017,img_der,C3,4.43657169012354e-11,1.0223133536487275e-11,1.4485673378450985e-11,1.7722966359631274e-11,2.8194860763764842e-11
S017,img_der,C1,3.551750936775752e-11,6.883002723162966e-12,8.272019664713351e-12,4.4740867238101335e-12,6.219531483816357e-12
S017,img_der,Cz,3.5205450678048773e-11,7.188696018775398e-12,8.553034594892395e-12,2.981348865111484e-12,3.550654050128943e-12
S017,img_der,C2,4.36387312342648e-11,8.068648909999762e-12,1.0397554994992087e-11,4.312705631355803e-12,4.9166583243270256e-12
S017,img_der,C4,5.884236221523514e-11,9.383957018442e-12,1.0701590746095559e-11,1.0493694627045899e-11,1.2951995959932705e-11
S017,img_der,C6,8.479923777167348e-11,1.603833100580118e-11,1.3645480540734386e-11,2.3202558795564152e-11,3.503416573529883e-11
S017,img_der,CP5,9.836558115375308e-11,1.4344787746424992e-11,2.3962514301259e-11,1.2750085111207737e-11,1.5205739299467946e-11
S017,img_der,CP3,6.17109108253796e-11,1.0169647165117216e-11,1.3036695542330675e-11,5.175011745701423e-12,5.7826398421252555e-12
S017,img_der,CP1,6.608911535016913e-11,1.0531213350221467e-11,1.0857775886063972e-11,2.9909721518549575e-12,2.7906418577064453e-12
S017,img_der,CPz,6.504481416413427e-11,1.064039036574624e-11,1.0901706508269474e-11,2.516245135089963e-12,2.227370810260694e-12
S017,img_der,CP2,7.153030021621677e-11,1.1182170766673643e-11,1.1597028597905199e-11,3.2941829645600595e-12,3.04715450886429e-12
S017,img_der,CP4,1.1424337981978482e-10,1.753398351716315e-11,1.358496447670005e-11,5.663472199956437e-12,5.166042666756024e-12
S017,img_der,CP6,1.06359878147003e-10,1.5604494100923146e-11,1.0514221738963432e-11,1.0574749560686567e-11,1.365103071458179e-11
S017,img_der,AFz,3.864064584159881e-10,5.1387057910998337e-11,1.4385807447716306e-11,3.293128833388417e-12,2.647928860167453e-12
S017,img_der,AF4,5.50242023063597e-10,6.068426977939451e-11,2.059917022643454e-11,1.7995752106182483e-11,2.172275190475572e-11
S017,img_der,F7,4.0150230628642776e-10,6.436895381513915e-11,4.1106346621691653e-11,3.171381116939466e-11,4.090161549116887e-11
S017,img_der,F5,3.559653384015656e-10,5.828569122714342e-11,2.6248459383669547e-11,4.673244505642353e-11,6.515082138036281e-11
S017,img_der,F3,1.914788209089294e-10,3.7712924062573033e-11,1.4582425215937716e-11,1.3725787214810803e-11,2.1302677103749255e-11
S017,img_der,F1,1.089723913783344e-10,1.9849227728564797e-11,9.787341784779077e-12,3.9629438007536325e-12,4.345977142168962e-12
S017,img_der,Fz,1.08487025679112e-10,1.976951447152197e-11,9.737555593161001e-12,4.0038555428269475e-12,4.342339101645566e-12
S017,img_der,F2,1.0883460255301017e-10,2.05344112822115e-11,1.3078872402578694e-11,9.290314390664641e-12,9.240794993152556e-12
S017,img_der,F4,1.1453779974651916e-10,2.1360799767236365e-11,1.3295455456560994e-11,9.197338651248115e-12,9.013852103486142e-12
S017,img_der,F6,3.021351260333646e-10,3.839216734808655e-11,2.534892527843599e-11,4.8877932323678907e-11,5.445129787157584e-11
S017,img_der,F8,3.3019439070684087e-10,4.3094595689680395e-11,3.220810311054598e-11,3.117193056067178e-11,3.3216852206727545e-11
S017,img_der,FT7,7.787424018520719e-11,2.4846910939926076e-11,5.155334710907244e-11,6.778770515120904e-11,9.047015237224053e-11
S017,img_der,FT8,1.0107742671419685e-10,3.122316054075628e-11,3.705166637473735e-11,9.714495312265541e-11,1.4441711219930973e-10
S017,img_der,T7,1.0126282566846788e-10,1.7535968268903415e-11,4.39876228705267e-11,1.481406362172422e-11,1.6011861709456394e-11
S017,img_der,T8,1.4661383472732433e-10,2.2658025479911835e-11,2.1978971390083825e-11,1.8344437591861306e-11,2.2531572639443256e-11
S017,img_der,T9,1.8648242508451326e-10,2.6795567921668198e-11,4.39117131073309e-11,1.0072379959476938e-11,1.0334224391914913e-11
S017,img_der,T10,3.798172110870913e-10,7.646891169482655e-11,6.769838314064222e-11,4.3844224432007026e-11,6.885106110709353e-11
S017,img_der,TP7,1.5175998641492334e-10,2.222532391475342e-11,3.3303905186099814e-11,1.0758068471637852e-11,9.140272831122844e-12
S017,img_der,TP8,1.9745301762009386e-10,4.083795939613482e-11,2.797645536817911e-11,8.0047170418626e-11,1.1085209602549131e-10
S017,img_der,P7,1.6458004164291999e-10,2.509255080463865e-11,2.1350661045126857e-11,5.987752067266582e-12,4.583006429894828e-12
S017,img_der,P5,1.2611360071983426e-10,2.0042779181096048e-11,1.570773112405964e-11,4.784989136704734e-12,3.658619047589652e-12
S017,img_der,P3,1.0384389983740106e-10,1.6713550686578818e-11,1.4032976494185104e-11,4.335509283390951e-12,3.452196722282386e-12
S017,img_der,P1,1.0064937762817089e-10,1.573164712894828e-11,1.2818008643088371e-11,3.6235417156034644e-12,3.14911036211161e-12
S017,img_der,Pz,9.978600917501591e-11,1.5342090943750714e-11,1.3806937645946712e-11,3.646731630614933e-12,3.1282355134430673e-12
S017,img_der,P2,1.1166881779865094e-10,1.6882289903744186e-11,1.5300498116561566e-11,4.2238343724560604e-12,3.768042438579546e-12
S017,img_der,P4,1.2154297846168424e-10,1.8387999100040903e-11,1.5207418362404978e-11,4.606289519143304e-12,4.164334153196959e-12
S017,img_der,P6,1.3494615979582638e-10,2.0270359983574984e-11,1.3804051553113616e-11,5.326011438448793e-12,5.615846705645463e-12
S017,img_der,P8,1.733081806595569e-10,2.8009547856259477e-11,1.9723797288604726e-11,1.0542434876719431e-11,1.2332279807712768e-11
S017,img_der,PO7,1.7445740567155553e-10,2.7955984622788407e-11,2.306634892604087e-11,6.5679969950169616e-12,5.368445728025087e-12
S017,img_der,PO3,1.9632737011661101e-10,2.8142768537321657e-11,1.760201046523086e-11,5.327694976914728e-12,4.194543773482107e-12
S017,img_der,POz,1.41522347050956e-10,2.1741379552939985e-11,1.4580133664373657e-11,4.583620118612655e-12,4.3327930172677445e-12
S017,img_der,PO4,1.5044152972037352e-10,2.2974183917735945e-11,1.7018772046286205e-11,5.6380762267669995e-12,5.665770226843525e-12
S017,img_der,O1,1.743906483122113e-10,2.777095134629472e-11,2.048290461581351e-11,5.938687486276211e-12,5.668323821624092e-12
S017,img_der,Oz,1.9145794101536601e-10,2.9606360309923477e-11,2.0116263407154145e-11,6.275511052023959e-12,6.569996346773662e-12
S017,img_izq,FC5,8.224085676875091e-11,2.4815428688112506e-11,4.415675450905067e-11,7.779715367093334e-11,1.4178283734679757e-10
S017,img_izq,FC3,3.350830511750897e-11,1.0704246565475798e-11,1.4444244628416637e-11,2.3493253759878485e-11,4.081904163279263e-11
S017,img_izq,FC1,2.8010133185462354e-11,8.287172034452281e-12,8.392507579635146e-12,6.282106877231941e-12,8.8770673504862e-12
S017,img_izq,FCz,2.494151412860176e-11,8.135467221729688e-12,9.110186163403065e-12,4.2560090650240354e-12,5.03868584940347e-12
S017,img_izq,FC2,2.747486484729395e-11,7.9757038474107e-12,9.672233597754357e-12,7.0594634946208145e-12,8.306121396155405e-12
S017,img_izq,FC4,2.885722175474464e-11,8.659649870842509e-12,1.1933022060806325e-11,2.1206808593787353e-11,2.5676611096914575e-11
S017,img_izq,FC6,4.8538014214886813e-11,1.6570922837923915e-11,2.7109690529304498e-11,1.265121996769067e-10,1.5459716196690039e-10
S017,img_izq,C5,3.792473006729926e-11,1.0727220120584925e-11,2.921946321551714e-11,2.4318777042135858e-11,3.2614246055172727e-11
S017,img_izq,C3,3.174775872917891e-11,8.677354473245202e-12,1.4384354030033491e-11,1.935239823806832e-11,3.194037018777645e-11
S017,img_izq,C1,2.985422589036871e-11,6.183991525197592e-12,8.210463760949265e-12,4.765931746032587e-12,6.6628287548768686e-12
S017,img_izq,Cz,3.143349545753202e-11,7.089926363987199e-12,9.46979947003002e-12,3.061254539895663e-12,3.591368421778479e-12
S017,img_izq,C2,3.51170814060303e-11,7.431313426288256e-12,1.0874512732221376e-11,4.126517027809933e-12,4.8906095336769696e-12
S017,img_izq,C4,3.8350453154496115e-11,7.686609417423004e-12,1.0493708497129072e-11,1.0308381290693506e-11,1.3249730916365868e-11
S017,img_izq,C6,5.948921348604998e-11,1.147636720652698e-11,1.4285894571061327e-11,2.567511393624039e-11,3.7264139368419344e-11
S017,img_izq,CP5,5.7500140998963665e-11,1.0447543632370564e-11,2.230349670458408e-11,1.2991082841698798e-11,1.4889529934596913e-11
S017,img_izq,CP3,3.824337699141547e-11,6.684580466693473e-12,9.714712138139187e-12,5.636202176397502e-12,6.2938194520839495e-12
S017,img_izq,CP1,4.3506163899684016e-11,7.123492707070789e-12,1.0107022337686778e-11,3.021211537847793e-12,2.8378037189511998e-12
S017,img_izq,CPz,4.234812570563694e-11,7.383098368512184e-12,1.1559917023232463e-11,2.342663843310484e-12,2.2249409748333944e-12
S017,img_izq,CP2,4.3614424174500846e-11,7.483730503828479e-12,1.123306577190064e-11,2.9877034622232336e-12,3.120717309431588e-12
S017,img_izq,CP4,9.22009158113847e-11,1.339305402677843e-11,1.1792338361558745e-11,5.323963034464849e-12,5.567881198228764e-12
S017,img_izq,CP6,5.82088202015588e-11,9.187012966459239e-12,9.648865718127711e-12,1.046937489768104e-11,1.4361730839513967e-11
S017,img_izq,AFz,1.8112516197904055e-10,2.5396417934311973e-11,9.723032438186672e-12,3.3451463745199695e-12,2.6379880450638125e-12
S017,img_izq,AF4,2.9437117404253777e-10,3.141633748839201e-11,1.538843779126565e-11,1.8722300550802516e-11,2.291894985378414e-11
S017,img_izq,F7,3.190818999608593e-10,4.7052356096084503e-11,4.827617918104365e-11,3.3632105127582824e-11,4.658252064978717e-11
S017,img_izq,F5,2.2346679855924854e-10,3.617958227342889e-11,2.7439351119123693e-11,4.830725918444591e-11,7.888733745149748e-11
S017,img_izq,F3,1.0652818725355539e-10,2.1259348123794908e-11,1.3639903296327565e-11,1.52664957197593e-11,2.3624968462318195e-11
S017,img_izq,F1,5.8179079134240936e-11,1.2297843633498448e-11,8.523361038270839e-12,4.241933821487171e-12,5.0172208856489794e-12
S017,img_izq,Fz,5.7345922290435106e-11,1.2323279100161024e-11,8.613425789952311e-12,4.244796063900721e-12,5.019229568822696e-12
S017,img_izq,F2,6.49860428752993e-11,1.2994667865157264e-11,1.0984605660918757e-11,9.561928862132574e-12,1.0760794577373991e-11
S017,img_izq,F4,6.878880359892943e-11,1.3305376631973512e-11,1.1014841065378678e-11,9.484297458815241e-12,1.052134204978808e-11
S017,img_izq,F6,1.889407473396421e-10,2.3469294180651933e-11,2.239205508807747e-11,4.962552358307617e-11,5.3839052186895334e-11
S017,img_izq,F8,3.4226108396138203e-10,3.633028113258805e-11,3.136572637055894e-11,3.173713806220722e-11,3.282965359087068e-11
S017,img_izq,FT7,1.0388528423868595e-10,2.6738302247580655e-11,5.867271247244894e-11,7.168889157681694e-11,8.895273249819606e-11
S017,img_izq,FT8,1.033273191240241e-10,2.608524354031523e-11,3.5432561163037156e-11,1.0413093514081222e-10,1.4695483652658408e-10
S017,img_izq,T7,7.396063693634108e-11,1.715821110363131e-11,5.2408484227992503e-11,1.49584664553052e-11,1.9771620935606473e-11
S017,img_izq,T8,9.187213698047317e-11,1.5075637088276666e-11,2.3373518940974312e-11,2.020811597262705e-11,2.3916269213025e-11
S017,img_izq,T9,1.2621483030914136e-10,2.2943521313195816e-11,5.212384098332141e-11,1.0919903351345605e-11,1.1720080679380965e-11
S017,img_izq,T10,2.2392827332579677e-10,5.136893125891174e-11,6.292265639975476e-11,4.781594613168857e-11,7.621390494251856e-11
S017,img_izq,TP7,9.284900094892925e-11,1.582871876180837e-11,3.790157665775511e-11,1.0909157436401072e-11,1.0003821758924943e-11
S017,img_izq,TP8,1.1876489151351706e-10,2.5121411212409024e-11,2.7520714391454443e-11,7.977064166492191e-11,1.0876713806690669e-10
S017,img_izq,P7,9.334167956287646e-11,1.5948038860611723e-11,2.0966763358775873e-11,6.0412905977508026e-12,4.729449307151997e-12
S017,img_izq,P5,6.868482664122864e-11,1.1324282857324529e-11,1.2495639128774436e-11,4.7665049810288255e-12,3.85117235004979e-12
S017,img_izq,P3,6.763129104451032e-11,1.0940356215102729e-11,1.0549529152320881e-11,4.565199054772799e-12,3.7083653532086805e-12
S017,img_izq,P1,5.738275552671816e-11,9.538352909890965e-12,1.2026691473781067e-11,3.7138086085894894e-12,3.390136232688807e-12
S017,img_izq,Pz,5.76230055006786e-11,9.822421940855782e-12,1.4145328581863966e-11,3.5347593226171558e-12,3.359663667155457e-12
S017,img_izq,P2,6.362944120425386e-11,1.074034101256693e-11,1.392073023711893e-11,4.0286147311311334e-12,4.080581390926834e-12
S017,img_izq,P4,6.842102375465544e-11,1.1629680254695164e-11,1.2293777108815664e-11,4.445144798527977e-12,4.54923248169468e-12
S017,img_izq,P6,7.180371634508586e-11,1.155123468024811e-11,1.0925949207703765e-11,5.198048919623249e-12,5.935385019439047e-12
S017,img_izq,P8,9.767913207198717e-11,1.600778892750214e-11,1.8230726648293057e-11,1.1061605302303827e-11,1.2536120601530821e-11
S017,img_izq,PO7,9.907685783020927e-11,1.5648670857912964e-11,1.8488893714652855e-11,6.330194502069664e-12,5.532469075899563e-12
S017,img_izq,PO3,9.731601518826259e-11,1.4810790851923377e-11,1.2865666542676207e-11,5.1283794271171454e-12,4.394546958103621e-12
S017,img_izq,POz,7.965867744192828e-11,1.3712628496768327e-11,1.3498383933660778e-11,4.3813367538480076e-12,4.530673111330197e-12
S017,img_izq,PO4,7.950747890339189e-11,1.4300453826028287e-11,1.4642366105869638e-11,5.3651993153483276e-12,5.867582150867716e-12
S017,img_izq,O1,9.63798468771879e-11,1.601985759638588e-11,1.6697427204253485e-11,5.761054664584749e-12,5.898894288171351e-12
S017,img_izq,Oz,1.0575936662235106e-10,1.7831356596492227e-11,1.7986008792704568e-11,6.180553424989813e-12,6.89157872702936e-12
S017,mov_real_der,FC5,9.14391711869078e-11,1.6385334997321282e-11,2.4653188542950538e-11,3.51524801677522e-11,4.866758340280082e-11
S017,mov_real_der,FC3,6.982123006093118e-11,9.17647212039858e-12,9.453784953085856e-12,1.2269777980215582e-11,1.508371953339283e-11
S017,mov_real_der,FC1,5.163244876214891e-11,7.94561617458716e-12,6.074162791713533e-12,4.362835135735826e-12,4.749098946508764e-12
S017,mov_real_der,FCz,3.700859509199597e-11,7.789094932004675e-12,7.553697217990801e-12,3.4547321436785353e-12,3.704720284993048e-12
S017,mov_real_der,FC2,3.3276485727707976e-11,7.115202845936025e-12,9.72718114184873e-12,5.959418355986546e-12,6.542752767187456e-12
S017,mov_real_der,FC4,3.2461193280491176e-11,8.266775428873042e-12,1.271351101765908e-11,1.7449200968114287e-11,2.1245299098523998e-11
S017,mov_real_der,FC6,6.274368685873215e-11,1.7697556824463003e-11,2.571204573843825e-11,1.0566382045444673e-10,1.414417383380086e-10
S017,mov_real_der,C5,5.4441683429482227e-11,1.1268276257333478e-11,2.2182524478990337e-11,1.8891273548716218e-11,2.209332336007428e-11
S017,mov_real_der,C3,6.550433493412773e-11,9.939288610507223e-12,1.007763304349081e-11,9.815331596854287e-12,1.2165168432985117e-11
S017,mov_real_der,C1,4.013012065434881e-11,7.386041975768585e-12,6.4284712257200295e-12,3.5042838682964167e-12,3.6250757206415644e-12
S017,mov_real_der,Cz,3.8272997863279814e-11,7.999010741617053e-12,7.034462448557001e-12,2.7433010716021852e-12,2.7442102648248834e-12
S017,mov_real_der,C2,3.8018319788143265e-11,8.231930722977993e-12,1.0720535640199246e-11,3.9426954112054845e-12,3.99217907860755e-12
S017,mov_real_der,C4,5.187674879498558e-11,9.199495775655489e-12,1.2411133334981328e-11,8.902008169859862e-12,1.0785861890903785e-11
S017,mov_real_der,C6,9.8642085094901e-11,1.6790618688937218e-11,1.3010415668375412e-11,1.8786812665168564e-11,2.7229656833112762e-11
S017,mov_real_der,CP5,7.192622476685714e-11,1.3700508748269601e-11,1.983558016182984e-11,1.2340067978731812e-11,1.4305550105780277e-11
S017,mov_real_der,CP3,4.9080496427214535e-11,1.0187731447019959e-11,1.2122998901052998e-11,4.296755271379062e-12,4.01448335072231e-12
S017,mov_real_der,CP1,4.6526541115132064e-11,1.0520693392245294e-11,1.0507759068325227e-11,2.91381136428764e-12,2.163915153165328e-12
S017,mov_real_der,CPz,4.7627919766224835e-11,1.0264945207897924e-11,1.0212838375928966e-11,2.6475295847562555e-12,1.883093177180096e-12
S017,mov_real_der,CP2,5.547237839167792e-11,1.0454464665935987e-11,1.2722881016231941e-11,3.151622711489896e-12,2.5403790582029797e-12
S017,mov_real_der,CP4,1.1810814595905417e-10,1.7722163650114055e-11,1.8167068470962847e-11,5.339117557252914e-12,4.669320035863868e-12
S017,mov_real_der,CP6,9.845157521081252e-11,1.342747768166147e-11,1.2277790841972425e-11,9.89260044049912e-12,1.3756438155815724e-11
S017,mov_real_der,AFz,2.4813492894601054e-10,4.311156196291058e-11,1.2290606007490367e-11,2.7807699927352015e-12,1.8264645407506886e-12
S017,mov_real_der,AF4,3.35183202710138e-10,5.1966499502491275e-11,1.663526147286744e-11,1.516882342976041e-11,1.7307031610636523e-11
S017,mov_real_der,F7,4.689698414247095e-10,6.366038718750447e-11,3.415466033556323e-11,1.834266158340032e-11,2.0859018274442945e-11
S017,mov_real_der,F5,3.2696160971566195e-10,5.6749650525592554e-11,2.11997870422662e-11,2.685969173874972e-11,3.3756411281296103e-11
S017,mov_real_der,F3,1.762002957014344e-10,3.2114605801194774e-11,1.361168887370445e-11,8.826362730597392e-12,8.611880208290375e-12
S017,mov_real_der,F1,1.0188246897517185e-10,1.7121277291794852e-11,8.357310354697645e-12,2.945999952220083e-12,2.3816879396748272e-12
S017,mov_real_der,Fz,1.0110995686747842e-10,1.7099511635325475e-11,8.406470285156266e-12,2.9673726976382084e-12,2.402365582217147e-12
S017,mov_real_der,F2,9.176851750150269e-11,1.7049640380860418e-11,1.1948336694291303e-11,7.293305363287393e-12,8.277258924879961e-12
S017,mov_real_der,F4,9.877967667977142e-11,1.7383257345803926e-11,1.2087802731625677e-11,7.235921505712322e-12,8.120652271766672e-12
S017,mov_real_der,F6,2.0984026149504923e-10,3.7189916325330904e-11,2.1255136282583638e-11,4.274116230025014e-11,4.4333615200401186e-11
S017,mov_real_der,F8,3.431547798874825e-10,4.529408204561765e-11,2.4187057962932483e-11,3.13531284337706e-11,3.23275361547727e-11
S017,mov_real_der,FT7,1.3054106549195896e-10,2.1265276001655397e-11,4.588781250445967e-11,5.583421748848182e-11,6.328362427455723e-11
